class_0,mmr_0,class_1,mmr_1,class_2,mmr_2,class_3,mmr_3,class_4,mmr_4,class_5,mmr_5,class_6,mmr_6,class_7,mmr_7,class_8,mmr_8,class_9,mmr_9,win,kerri_win_pct
Ascendant,600,Swann,960,Prophet,1380,Spirit,1200,Stukov,1240,Ascendant,1480,Spirit,1200.0,Ares,1220.0,Niadra,1340.0,,,Survivor,0.66730314
Ascendant,2040,Zagara,1340,Prophet,1400,Scientist,1800,Ascendant,1220,Spirit,1180,Ascendant,1200.0,Selendis,1540.0,Swann,1200.0,,,Survivor,0.32623824
Ascendant,600,Spirit,1900,Prophet,1820,Team Nova,2020,Zagara,1020,Kerrigan,1580,Spirit,1660.0,Nomad,1460.0,Scientist,1460.0,Ascendant,1540.0,Survivor,0.17522211
Selendis,1540,Ares,2000,Scientist,1600,Spirit,1160,Selendis,1460,Dehaka,2060,Zagara,1860.0,Stukov,1440.0,Scientist,1300.0,Dark Templar,1500.0,Kerrigan,0.8452371
Prophet,1300,Ascendant,2520,Nomad,2060,Engineer,1380,Dehaka,1180,Artanis,1180,Selendis,1500.0,Team Nova,960.0,Engineer,1320.0,Niadra,1540.0,Kerrigan,0.18400317
Artanis,1520,Niadra,1080,Dehaka,1340,Ascendant,1200,Mira,1260,Ascendant,1200,Ascendant,1600.0,Ares,1200.0,Ascendant,1200.0,,,Kerrigan,0.45686296
Zagara,1220,Kerrigan,1340,Dark Templar,1200,Nomad,960,Scientist,1160,Ascendant,1280,Scientist,1260.0,Spirit,1180.0,Stukov,1420.0,Prophet,1420.0,Survivor,0.5765575
Selendis,1580,Spirit,2240,Dehaka,1440,Zagara,1160,Prophet,1180,Dark Templar,1320,Ascendant,1660.0,Scientist,1340.0,Ascendant,1200.0,Selendis,1720.0,Survivor,0.18834752
Ascendant,1420,Team Nova,1260,Niadra,800,Nomad,1340,Kerrigan,1760,Scientist,1500,Selendis,1280.0,Stukov,1600.0,Artanis,1160.0,Scientist,1240.0,Kerrigan,0.46898144
Ascendant,1460,Dark Templar,860,Ascendant,1460,Nomad,1280,Swann,1280,Niadra,1060,Spirit,1520.0,Ascendant,1320.0,Prophet,1320.0,,,Survivor,0.25845128
Dehaka,1960,Spirit,1160,Engineer,1400,Scientist,1760,Dark Templar,1740,Zagara,1500,Ascendant,1220.0,Helios,1860.0,Ascendant,1200.0,Mira,1720.0,Survivor,0.6940069
Thakras,1940,Helios,1460,Selendis,1400,Zagara,1340,Scientist,1120,Spirit,1120,Nomad,1560.0,Team Nova,1540.0,Prophet,1180.0,Spirit,1260.0,Kerrigan,0.806398
Kerrigan,1420,Scientist,1700,Team Nova,940,Niadra,920,Prophet,1440,Nomad,1540,Spirit,1160.0,Nomad,1560.0,Scientist,2100.0,,,Survivor,0.1771414
Stukov,1980,Scientist,1200,Thakras,2220,Artanis,1300,Zagara,1300,Stukov,1700,Scientist,2340.0,Prophet,1400.0,Swann,1260.0,,,Survivor,0.64710325
Swann,1720,Dehaka,2080,Dark Templar,1880,Spirit,1140,Scientist,1200,Niadra,1260,Scientist,1680.0,Mira,1560.0,Nomad,1560.0,Ascendant,1200.0,Kerrigan,0.67351556
Spirit,1960,Nomad,1320,Scientist,1440,Prophet,1400,Scientist,1260,Spirit,1140,Zagara,1280.0,Stukov,1420.0,,,,,Survivor,0.34555167
Ares,1180,Niadra,1340,Kerrigan,1140,Dark Templar,1460,Prophet,1940,Selendis,1600,Scientist,1420.0,Ascendant,1200.0,Nomad,2120.0,Ascendant,2460.0,Survivor,0.072506666
Team Nova,1380,Ascendant,1240,Dehaka,1100,Zagara,1260,Stukov,1100,Ascendant,1200,Mira,1340.0,Dark Templar,1240.0,Scientist,1200.0,Spirit,1180.0,Kerrigan,0.48949987
Ascendant,780,Dehaka,2140,Spirit,1320,Selendis,1460,Artanis,1080,Niadra,1860,Ascendant,1340.0,Scientist,1300.0,Spirit,1680.0,Ascendant,1500.0,Kerrigan,0.9477044
Dehaka,1380,Scientist,780,Scientist,1460,Scientist,1380,Spirit,2020,Dark Templar,1600,Ares,1200.0,Nomad,1520.0,Prophet,1840.0,,,Survivor,0.28220117
Zagara,1540,Spirit,1820,Artanis,1200,Spirit,1180,Selendis,1260,Ascendant,1180,Kerrigan,2260.0,,,,,,,Kerrigan,0.9566497
Team Nova,880,Mira,1420,Ares,2200,Dehaka,1440,Ares,1200,Ascendant,1140,Ascendant,1080.0,Scientist,1200.0,Zagara,1040.0,Helios,1420.0,Kerrigan,0.35061195
Zagara,1940,Selendis,1440,Dehaka,1200,Artanis,1500,Ascendant,1420,Team Nova,1460,Ascendant,1220.0,Selendis,1560.0,Scientist,1280.0,Selendis,1640.0,Kerrigan,0.6463961
Stukov,1920,Scientist,1180,Dehaka,1420,Nomad,1340,Zagara,1120,Stukov,1460,Prophet,1680.0,Ascendant,2240.0,Stukov,2260.0,Artanis,1580.0,Survivor,0.08177006
Stukov,1800,Artanis,1640,Ascendant,1920,Dehaka,1600,Spirit,2360,Ares,1180,Niadra,980.0,Scion,1800.0,Selendis,2040.0,Team Nova,1540.0,Survivor,0.06073736
Scientist,2320,Dark Templar,1160,Prophet,1440,Niadra,1180,Kerrigan,1200,Spirit,1400,Ares,1200.0,Spirit,1800.0,Stukov,1460.0,Ascendant,1340.0,Survivor,0.118903585
Selendis,1540,Nomad,1320,Helios,1460,Scientist,1300,Kerrigan,1040,Zagara,1320,Scientist,1200.0,,,,,,,Kerrigan,0.49131775
Ascendant,1220,Mira,1380,Selendis,1220,Kerrigan,1780,Scientist,1200,Helios,1160,Prophet,2220.0,Zagara,1800.0,Stukov,1740.0,,,Kerrigan,0.7863925
Selendis,1840,Dark Templar,2000,Ascendant,1060,Selendis,1320,Kerrigan,1300,Ascendant,1400,Ascendant,1180.0,Prophet,1340.0,Selendis,1340.0,Niadra,1120.0,Survivor,0.20374279
Ascendant,1120,Selendis,1200,Selendis,1120,Dehaka,1300,Selendis,1280,Ascendant,1320,Swann,1400.0,Stukov,1580.0,Scientist,1460.0,Niadra,1080.0,Kerrigan,0.40411
Scientist,1820,Prophet,1640,Team Nova,1420,Dark Templar,1540,Selendis,1640,Zagara,1580,Ascendant,1240.0,Helios,1440.0,Kerrigan,1540.0,Stukov,1180.0,Kerrigan,0.5093914
Scientist,2500,Ascendant,1320,Team Nova,1060,Kerrigan,1220,Nomad,2020,Zagara,1200,Spirit,1480.0,Dark Templar,1480.0,Stukov,1760.0,Prophet,1540.0,Survivor,0.0642456
Prophet,1580,Selendis,1660,Mira,1400,Artanis,1560,Dark Templar,1880,Thakras,1280,Nomad,1680.0,Team Nova,1800.0,Zagara,2580.0,Ascendant,2480.0,Kerrigan,0.56397945
Dehaka,2380,Scientist,1200,Prophet,1540,Artanis,1300,Dark Templar,1020,Ascendant,1400,Ascendant,1160.0,Scientist,1200.0,Spirit,1820.0,Zagara,1240.0,Kerrigan,0.8854057
Scientist,1420,Mira,1240,Kerrigan,1060,Selendis,1500,Spirit,1220,Dark Templar,1760,Prophet,1480.0,Stukov,1440.0,Ares,1280.0,Zagara,1500.0,Kerrigan,0.34894764
Zagara,1120,Kerrigan,1280,Helios,1220,Prophet,1240,Dark Templar,1400,Ascendant,1240,Nomad,1340.0,Ascendant,1440.0,Ascendant,1100.0,Engineer,1700.0,Survivor,0.35207406
Selendis,1720,Zagara,1160,Prophet,1140,Artanis,1420,Swann,1320,Scientist,1380,Stukov,1200.0,Dark Templar,1520.0,Engineer,1280.0,Thakras,1160.0,Survivor,0.26493424
Niadra,1280,Scientist,2040,Prophet,1180,Spirit,1180,Ares,1460,Dehaka,1240,Scientist,1360.0,Ascendant,1140.0,Scientist,1620.0,Nomad,1640.0,Survivor,0.26125786
Stukov,1200,Selendis,1420,Spirit,1800,Stukov,1260,Niadra,1080,Ascendant,1320,Stukov,1380.0,Selendis,1340.0,Dehaka,1540.0,Prophet,1180.0,Survivor,0.440414
Prophet,2240,Ascendant,1800,Stukov,1480,Nomad,1420,Stukov,1020,Selendis,1740,Selendis,1200.0,Niadra,1320.0,Artanis,1700.0,Dehaka,1620.0,Kerrigan,0.26623034
Mira,2160,Ascendant,2580,Engineer,1820,Selendis,1800,Kerrigan,2300,Spirit,2100,Prophet,2080.0,Dark Templar,1460.0,Zagara,1480.0,Artanis,1620.0,Survivor,0.2587285
Ares,1960,Nomad,2020,Selendis,2000,Zagara,1040,Prophet,1880,Scion,2380,Nomad,2260.0,Kerrigan,1200.0,Ascendant,1220.0,Ascendant,1820.0,Survivor,0.013061081
Ascendant,1200,Prophet,1740,Artanis,1580,Zagara,1200,Kerrigan,1800,Team Nova,1800,Ascendant,1080.0,Dark Templar,1680.0,Helios,1440.0,Ascendant,1200.0,Survivor,0.50508356
Helios,1620,Swann,1660,Spirit,1300,Zagara,1460,Ascendant,1200,Ascendant,600,Ascendant,1560.0,Spirit,1440.0,Kerrigan,1380.0,Prophet,1180.0,Kerrigan,0.57480997
Ascendant,1220,Scientist,1160,Zagara,1440,Selendis,1120,Prophet,1400,Team Nova,1300,Dehaka,2340.0,Ascendant,1200.0,Spirit,1200.0,Swann,1320.0,Survivor,0.9571773
Mira,1480,Dark Templar,1720,Swann,1280,Stukov,1620,Ares,1200,Scientist,1220,Stukov,1560.0,Dehaka,1180.0,Niadra,2500.0,Selendis,1200.0,Survivor,0.87850106
Spirit,1200,Ascendant,1140,Ascendant,1200,Scientist,1780,Stukov,1420,Zagara,1180,Helios,1180.0,Prophet,1180.0,Spirit,1080.0,Thakras,1760.0,Survivor,0.6991018
Dark Templar,1380,Stukov,1200,Scientist,1200,Prophet,1400,Swann,1280,Kerrigan,1340,Scientist,1220.0,Zagara,1260.0,Mira,1520.0,Stukov,1200.0,Kerrigan,0.5375509
Mira,1520,Spirit,1220,Niadra,1180,Spirit,2440,Stukov,1140,Ascendant,1500,Scientist,1640.0,Stukov,1800.0,Dehaka,1200.0,Scientist,1340.0,Survivor,0.09783416
Dehaka,1540,Niadra,1000,Prophet,1300,Selendis,1540,Ares,1500,Swann,1320,Ascendant,1480.0,Stukov,1240.0,Selendis,1400.0,Selendis,1200.0,Kerrigan,0.42895475
Spirit,1960,Zagara,1820,Stukov,1940,Prophet,1860,Scientist,1120,Dehaka,1600,Selendis,1240.0,Ascendant,1440.0,Artanis,1240.0,Ascendant,1200.0,Kerrigan,0.6786668
Spirit,1600,Niadra,1280,Selendis,1340,Ascendant,1200,Artanis,2180,Dark Templar,1360,Selendis,1140.0,Selendis,1440.0,Scientist,1360.0,Kerrigan,1140.0,Survivor,0.19251777
Zagara,1020,Kerrigan,1260,Selendis,1220,Ascendant,1200,Nomad,1420,Selendis,1200,Ascendant,1220.0,Helios,1560.0,Ascendant,1160.0,Ascendant,1240.0,Kerrigan,0.39746287
Stukov,1760,Kerrigan,2580,Ascendant,1080,Dark Templar,1800,Scientist,1280,Spirit,2120,Zagara,1200.0,Selendis,1820.0,Scientist,1480.0,Ascendant,1200.0,Survivor,0.75510734
Kerrigan,1200,Dark Templar,1820,Scientist,1160,Spirit,1180,Engineer,1300,Zagara,1200,Swann,1760.0,Nomad,1460.0,Ascendant,980.0,Artanis,1600.0,Kerrigan,0.25729156
Mira,1420,Ascendant,1600,Kerrigan,1140,Ascendant,1460,Scientist,1480,Ascendant,1260,Prophet,1180.0,Spirit,1200.0,Ascendant,1220.0,Niadra,1440.0,Survivor,0.45748267
Kerrigan,2440,Prophet,1660,Ascendant,1340,Scientist,1220,Stukov,1460,Helios,1180,Zagara,1500.0,Ascendant,1320.0,Swann,1600.0,Scientist,1260.0,Kerrigan,0.93533915
Team Nova,1280,Zagara,1460,Artanis,1120,Kerrigan,1300,Spirit,1180,Stukov,1340,Selendis,1300.0,Prophet,1680.0,,,,,Kerrigan,0.63736355
Dehaka,2140,Spirit,1280,Spirit,1540,Spirit,1980,Zagara,1180,Team Nova,1900,Scientist,1280.0,Scientist,1700.0,Prophet,1600.0,Nomad,1300.0,Kerrigan,0.550933
Ascendant,1200,Zagara,1440,Ascendant,1480,Prophet,1680,Dehaka,2260,Selendis,1840,Ares,1180.0,Dark Templar,1680.0,Ascendant,1520.0,,,Survivor,0.83981603
Selendis,1620,Dark Templar,1220,Dehaka,1180,Prophet,1740,Swann,2320,Spirit,1740,Spirit,2200.0,Zagara,1280.0,Scientist,1200.0,Artanis,1160.0,Survivor,0.07991618
Dark Templar,1520,Dehaka,1620,Prophet,1220,Stukov,1660,Zagara,1900,Selendis,1260,Spirit,1540.0,Selendis,1380.0,Ascendant,1740.0,Spirit,1620.0,Kerrigan,0.739712
Niadra,1240,Ascendant,1240,Mira,1440,Stukov,1660,Selendis,1360,Dehaka,1920,Ascendant,1540.0,Nomad,1500.0,Team Nova,1660.0,Prophet,1460.0,Survivor,0.599686
Swann,1760,Nomad,1700,Scientist,1280,Spirit,1240,Artanis,1800,Dehaka,1920,Zagara,1080.0,Ares,1640.0,Scientist,1260.0,Nomad,1620.0,Survivor,0.4659993
Niadra,1320,Mira,1920,Scientist,1260,Team Nova,1760,Ascendant,1560,Mira,1460,Dehaka,1580.0,Stukov,1360.0,Scientist,2000.0,Prophet,1880.0,Survivor,0.23129918
Thakras,1840,Ascendant,1200,Zagara,1680,Swann,1340,Team Nova,1540,Ascendant,1240,Stukov,1160.0,Selendis,1280.0,Prophet,1200.0,Ascendant,1200.0,Kerrigan,0.90421265
Kerrigan,1220,Nomad,1280,Prophet,1440,Swann,600,Zagara,1120,Ascendant,1160,Selendis,1320.0,Scientist,1880.0,Stukov,1120.0,Scientist,1180.0,Survivor,0.3564758
Dark Templar,780,Kerrigan,1200,Selendis,1360,Scientist,1200,Ascendant,1780,Ascendant,1160,Zagara,1160.0,Selendis,1120.0,Ares,1440.0,Mira,1340.0,Survivor,0.3646867
Scientist,2580,Dehaka,980,Stukov,1860,Spirit,1200,Spirit,1700,Swann,1440,Zagara,1200.0,Selendis,1520.0,Stukov,1200.0,Scientist,1420.0,Survivor,0.050704952
Kerrigan,1180,Prophet,1600,Scientist,1360,Ascendant,1180,Selendis,1460,Spirit,2580,Zagara,1160.0,Stukov,1600.0,Selendis,1280.0,Ascendant,1960.0,Survivor,0.061108705
Zagara,1180,Nomad,1480,Helios,1680,Scientist,1380,Dehaka,1080,Prophet,1420,Ascendant,1000.0,Spirit,1600.0,Scientist,1260.0,Scientist,1680.0,Survivor,0.19197534
Nomad,1640,Ascendant,1820,Engineer,1500,Ares,1900,Artanis,1580,Zagara,1340,Ares,1340.0,Dehaka,2580.0,Selendis,1540.0,Dark Templar,1440.0,Kerrigan,0.81737703
Spirit,2100,Stukov,1460,Zagara,1440,Ascendant,1220,Prophet,2380,Stukov,1160,Dehaka,1640.0,Stukov,1240.0,Mira,1980.0,Artanis,1400.0,Kerrigan,0.321505
Ascendant,1200,Dehaka,1260,Ascendant,1180,Niadra,2560,Stukov,1180,Artanis,1540,Selendis,2180.0,Selendis,1600.0,Spirit,1880.0,Prophet,1180.0,Kerrigan,0.8245315
Kerrigan,1760,Selendis,1100,Selendis,1100,Prophet,1200,Dark Templar,1180,Team Nova,1480,Scientist,1120.0,Scientist,1480.0,Zagara,1120.0,,,Kerrigan,0.7533711
Kerrigan,1280,Nomad,1300,Swann,1500,Ascendant,1560,Prophet,1160,Ascendant,1440,Zagara,1140.0,Scientist,1360.0,Spirit,1140.0,,,Survivor,0.4159941
Dehaka,2100,Spirit,1660,Ascendant,1340,Zagara,1440,Spirit,1180,Ascendant,1620,Swann,1700.0,Prophet,1220.0,Stukov,1200.0,Stukov,1200.0,Kerrigan,0.8542455
Nomad,1260,Kerrigan,1260,Selendis,1440,Ascendant,1200,Zagara,1180,Ascendant,1200,Prophet,1360.0,Engineer,1320.0,Artanis,1280.0,,,Survivor,0.5037661
Scion,1880,Stukov,1900,Dark Templar,2260,Zagara,1440,Dehaka,1300,Prophet,1240,Spirit,1100.0,Ares,1200.0,Selendis,1680.0,,,Survivor,0.21867469
Stukov,1680,Dark Templar,1280,Kerrigan,980,Prophet,1280,Scientist,1420,Scientist,1500,Ascendant,1120.0,Niadra,1820.0,Nomad,1400.0,,,Kerrigan,0.5559254
Scientist,2580,Team Nova,1680,Ascendant,600,Ares,1160,Prophet,1400,Zagara,1000,Kerrigan,1640.0,Ascendant,1160.0,Ares,1200.0,Ares,1200.0,Kerrigan,0.28899264
Ascendant,1680,Swann,1500,Prophet,1460,Ascendant,1460,Ascendant,1200,Ascendant,1240,Dehaka,1180.0,Zagara,1280.0,,,,,Survivor,0.37844166
Dehaka,2580,Mira,1640,Ares,1820,Dark Templar,1160,Selendis,1340,Scientist,1200,Nomad,1640.0,Artanis,1740.0,Zagara,1220.0,,,Kerrigan,0.8713228
Selendis,1640,Team Nova,2180,Scientist,1900,Ascendant,2360,Dehaka,1140,Swann,1540,Zagara,1200.0,Selendis,1420.0,Spirit,1260.0,Scion,1920.0,Survivor,0.03404383
Artanis,1940,Kerrigan,1420,Artanis,1320,Swann,1580,Niadra,1580,Ares,1180,Scientist,1200.0,Nomad,1900.0,Nomad,1360.0,Ascendant,1540.0,Survivor,0.43112004
Dehaka,2580,Scientist,2160,Dark Templar,2100,Scientist,1860,Zagara,1200,Ares,1200,Scientist,1640.0,Ascendant,1320.0,Spirit,1380.0,Ares,1180.0,Kerrigan,0.7177893
Zagara,1240,Dark Templar,2240,Prophet,1820,Helios,1660,Mira,1480,Stukov,1160,Spirit,1860.0,Kerrigan,1180.0,Mira,1660.0,,,Survivor,0.08562416
Zagara,1340,Scientist,1420,Scientist,1120,Prophet,1180,Dark Templar,1520,Kerrigan,1360,Selendis,1140.0,Ascendant,1180.0,,,,,Kerrigan,0.663745
Scientist,1200,Ares,1200,Kerrigan,2040,Scientist,1220,Team Nova,1660,Ascendant,1620,Prophet,1600.0,Ascendant,1360.0,Zagara,2340.0,,,Kerrigan,0.9737066
Niadra,1440,Scientist,1460,Spirit,1220,Artanis,1180,Scientist,1220,Ascendant,2580,Kerrigan,1220.0,Scientist,1180.0,Ares,1140.0,Ares,1200.0,Kerrigan,0.30889165
Kerrigan,1220,Prophet,1600,Helios,2540,Zagara,1220,Stukov,2080,Ascendant,1160,Mira,1620.0,Nomad,1560.0,Ares,1460.0,Scientist,1180.0,Survivor,0.062376156
Spirit,1780,Dehaka,2220,Mira,1300,Ascendant,1240,Ascendant,1260,Zagara,1280,Nomad,2480.0,Ascendant,1440.0,Scientist,1740.0,,,Kerrigan,0.6332579
Scientist,1160,Kerrigan,1160,Ascendant,1240,Scientist,1540,Stukov,1060,Niadra,1200,Scientist,1500.0,Dark Templar,840.0,Prophet,2220.0,Selendis,1520.0,Survivor,0.19701953
Prophet,1740,Engineer,1300,Selendis,1260,Scientist,1400,Dehaka,1340,Selendis,1260,Ascendant,1800.0,Helios,1500.0,Zagara,1320.0,Swann,1640.0,Survivor,0.3166266
Prophet,2140,Dehaka,1480,Scientist,1200,Nomad,680,Zagara,1280,Team Nova,2120,Ascendant,1880.0,Scientist,2580.0,Ascendant,1620.0,Spirit,1760.0,Kerrigan,0.06689334
Stukov,640,Selendis,1900,Ascendant,1480,Dark Templar,1520,Zagara,1740,Scientist,2060,Prophet,1360.0,Dehaka,1880.0,Selendis,1540.0,Artanis,1340.0,Kerrigan,0.7076319
Dehaka,1420,Zagara,2400,Scientist,1640,Stukov,1440,Ascendant,1320,Ascendant,1520,Nomad,1440.0,Team Nova,1900.0,Prophet,1380.0,Scientist,1680.0,Kerrigan,0.81907415
Ascendant,1120,Dehaka,2020,Spirit,1160,Prophet,1260,Zagara,1200,Selendis,1520,Scientist,1620.0,Ascendant,1160.0,Ares,1340.0,,,Kerrigan,0.82637215
Niadra,1160,Dehaka,1120,Selendis,1420,Ares,1460,Mira,1760,Scientist,1320,Ascendant,1520.0,Nomad,1360.0,Prophet,860.0,Stukov,1200.0,Survivor,0.24101195
Kerrigan,1360,Zagara,1140,Nomad,1280,Dark Templar,1500,Scientist,2160,Stukov,1680,Spirit,1280.0,Nomad,1500.0,Ascendant,1620.0,Selendis,2100.0,Survivor,0.09903192
Selendis,1660,Spirit,1520,Zagara,1180,Team Nova,1640,Prophet,1660,Spirit,1640,Dark Templar,1520.0,Scientist,1360.0,Kerrigan,1120.0,Ascendant,1120.0,Survivor,0.1419135
Scion,2000,Nomad,1400,Stukov,1200,Ascendant,1180,Kerrigan,1280,Selendis,1880,Ares,1420.0,Zagara,1220.0,Stukov,1360.0,,,Survivor,0.24641053
Niadra,1520,Selendis,1300,Spirit,1780,Dark Templar,1600,Kerrigan,1080,Ascendant,1160,Ascendant,1200.0,Selendis,1120.0,Prophet,1900.0,Mira,1540.0,Kerrigan,0.2970465
Team Nova,1300,Spirit,1920,Spirit,1900,Nomad,1320,Dehaka,1080,Nomad,1480,Zagara,2560.0,Scientist,1200.0,Selendis,1540.0,Ascendant,1200.0,Kerrigan,0.7930391
Scientist,1760,Swann,1440,Ascendant,1340,Dehaka,1300,Engineer,1600,Selendis,1360,Artanis,1560.0,Scientist,1680.0,Nomad,1360.0,Zagara,1340.0,Survivor,0.300315
Dehaka,2140,Mira,1400,Stukov,1660,Zagara,1900,Team Nova,1940,Stukov,1160,Ascendant,1160.0,Ascendant,1200.0,Scientist,1640.0,Ascendant,1260.0,Kerrigan,0.9200683
Artanis,1220,Kerrigan,1900,Dark Templar,1820,Nomad,1380,Scientist,1200,Team Nova,1480,Stukov,1880.0,Zagara,1020.0,Ares,1200.0,Ascendant,1220.0,Survivor,0.5085475
Helios,1220,Team Nova,1220,Helios,1240,Zagara,1100,Prophet,1380,Swann,1360,Selendis,1240.0,Spirit,1380.0,Artanis,1460.0,Thakras,1300.0,Kerrigan,0.42137954
Ascendant,1240,Artanis,1440,Team Nova,1960,Zagara,1280,Dark Templar,1520,Stukov,1220,Dehaka,1320.0,Selendis,1140.0,Ascendant,1440.0,,,Kerrigan,0.35226196
Ascendant,1260,Ascendant,1560,Swann,1660,Zagara,1360,Mira,1520,Dehaka,1080,Scientist,1660.0,Helios,1460.0,Ares,1980.0,Ares,1100.0,Survivor,0.17075354
Engineer,1520,Ascendant,1240,Nomad,1680,Zagara,1060,Thakras,1780,Ares,1980,Helios,1420.0,Selendis,1620.0,Prophet,1440.0,,,Kerrigan,0.36259782
Dehaka,1240,Ascendant,1300,Ascendant,1500,Ares,1220,Ascendant,1200,Spirit,1440,Zagara,1300.0,Mira,1300.0,Spirit,1200.0,,,Survivor,0.5336991
Stukov,1200,Nomad,1460,Dark Templar,1500,Engineer,1380,Ascendant,1220,Helios,1600,Helios,1220.0,Kerrigan,1140.0,Zagara,1060.0,Ares,1180.0,Survivor,0.2737519
Stukov,1920,Dehaka,1160,Artanis,1280,Dark Templar,2300,Selendis,1720,Ascendant,2180,Niadra,1280.0,Nomad,1300.0,Selendis,1360.0,Ascendant,1240.0,Survivor,0.081814714
Ascendant,1220,Zagara,1280,Nomad,1360,Helios,1580,Spirit,1360,Ares,1180,Artanis,1360.0,Kerrigan,1100.0,Stukov,1200.0,Dark Templar,720.0,Kerrigan,0.4357569
Scientist,1580,Stukov,1280,Team Nova,1260,Spirit,1120,Prophet,1420,Kerrigan,1120,Niadra,1680.0,Dark Templar,1520.0,Scientist,1680.0,,,Kerrigan,0.51875037
Selendis,1900,Scientist,1420,Nomad,1620,Spirit,1720,Ascendant,1200,Ascendant,1220,Ascendant,1300.0,Zagara,1200.0,Kerrigan,1920.0,,,Survivor,0.6298778
Kerrigan,1320,Prophet,1720,Stukov,2060,Scientist,1460,Helios,1880,Swann,1840,Niadra,1300.0,Ascendant,1200.0,Ares,2300.0,Stukov,1420.0,Survivor,0.08251971
Spirit,2440,Ares,1460,Dehaka,1160,Team Nova,1560,Zagara,1400,Nomad,2000,Scientist,1160.0,Helios,1360.0,Selendis,1280.0,,,Survivor,0.1471453
Selendis,1380,Scientist,1200,Zagara,1100,Nomad,1380,Team Nova,1740,Dehaka,1780,Ascendant,1280.0,Stukov,1280.0,Spirit,1060.0,Selendis,1280.0,Kerrigan,0.6307216
Dark Templar,2140,Zagara,1240,Helios,1860,Prophet,1480,Engineer,1720,Thakras,1580,Ascendant,1200.0,Ares,1200.0,Artanis,1300.0,Spirit,1880.0,Survivor,0.2307339
Nomad,1420,Prophet,1520,Spirit,1220,Scientist,1760,Selendis,1140,Ascendant,1160,Scientist,1140.0,Kerrigan,1140.0,Spirit,1760.0,Zagara,1520.0,Survivor,0.42321482
Dark Templar,1920,Nomad,1320,Kerrigan,1940,Scientist,2080,Niadra,1240,Stukov,1260,Ascendant,1200.0,Ascendant,1700.0,Nomad,1480.0,Scientist,1160.0,Survivor,0.5196945
Stukov,1020,Ascendant,1780,Dark Templar,2280,Nomad,1720,Zagara,1280,Selendis,1520,Ascendant,1540.0,Dehaka,1760.0,Ares,1200.0,Ascendant,1200.0,Survivor,0.39482844
Stukov,1300,Dehaka,1360,Helios,1540,Swann,1360,Niadra,2040,Spirit,1220,Dark Templar,1000.0,Nomad,1460.0,Scientist,1860.0,Stukov,1200.0,Kerrigan,0.7973344
Zagara,1220,Spirit,1340,Swann,1280,Scientist,1620,Kerrigan,1340,Ares,1260,Ascendant,1080.0,Artanis,1620.0,Helios,1280.0,Artanis,1300.0,Kerrigan,0.43638572
Team Nova,1580,Dehaka,2280,Spirit,2580,Stukov,1620,Prophet,1340,Mira,2080,Ascendant,1180.0,Zagara,1520.0,Spirit,2140.0,,,Kerrigan,0.56084484
Zagara,1380,Scientist,1700,Spirit,1160,Team Nova,1140,Ascendant,1180,Selendis,960,Ascendant,1200.0,Ares,1120.0,Dark Templar,1600.0,,,Survivor,0.60033935
Scientist,1560,Selendis,1320,Mira,1500,Scientist,1460,Spirit,1560,Dehaka,1820,Dark Templar,1540.0,Ascendant,1200.0,Ares,2180.0,Zagara,1180.0,Kerrigan,0.37398347
Mira,1500,Kerrigan,2200,Stukov,1840,Zagara,1220,Dark Templar,1260,Ascendant,1380,Selendis,1120.0,Selendis,1160.0,Nomad,1800.0,,,Kerrigan,0.7916413
Ascendant,2140,Helios,1440,Ascendant,1200,Stukov,2340,Scientist,1100,Kerrigan,2440,Dark Templar,1280.0,Zagara,1360.0,Prophet,1780.0,Artanis,1980.0,Survivor,0.63173145
Ascendant,1360,Dark Templar,1520,Swann,1380,Ascendant,660,Zagara,1240,Kerrigan,1520,Scientist,1220.0,Selendis,1180.0,Stukov,2000.0,Spirit,1180.0,Survivor,0.49455172
Prophet,1620,Mira,1480,Spirit,1940,Ascendant,1360,Team Nova,1300,Mira,1460,Artanis,1160.0,Dehaka,2420.0,Zagara,2040.0,Dark Templar,1660.0,Kerrigan,0.9490597
Nomad,1400,Thakras,1200,Prophet,1500,Swann,1140,Stukov,960,Spirit,1820,Selendis,1460.0,Ascendant,1200.0,Ascendant,1180.0,Zagara,1400.0,Kerrigan,0.43522882
Dehaka,2080,Ares,1140,Stukov,1640,Niadra,1240,Artanis,1200,Stukov,1200,Swann,1340.0,Dark Templar,1140.0,Scientist,1360.0,Team Nova,1440.0,Kerrigan,0.8317416
Team Nova,1740,Dehaka,1360,Nomad,1300,Zagara,1220,Prophet,1200,Stukov,900,Selendis,1400.0,Artanis,1520.0,Scientist,1400.0,Selendis,1440.0,Survivor,0.3805909
Scientist,1560,Prophet,1720,Zagara,1260,Scientist,980,Stukov,1340,Helios,1680,Dark Templar,1620.0,Ascendant,1200.0,Spirit,1200.0,Dehaka,1180.0,Survivor,0.27602088
Zagara,1880,Kerrigan,2220,Dark Templar,1660,Scientist,1180,Prophet,1480,Helios,1400,Spirit,1440.0,Scientist,1300.0,Ascendant,1120.0,,,Kerrigan,0.95732605
Prophet,2480,Scientist,1300,Scientist,1740,Stukov,1380,Selendis,1160,Selendis,1440,Zagara,1260.0,Ares,1200.0,Ares,1160.0,Dehaka,2580.0,Kerrigan,0.8122439
